iter	Passed	Remaining
514	1108	1044
515	1110	1041
516	1112	1039
517	1115	1037
518	1117	1035
519	1118	1032
520	1120	1030
521	1122	1027
522	1124	1025
523	1126	1022
524	1128	1020
525	1130	1018
526	1132	1016
527	1134	1014
528	1136	1012
529	1139	1010
530	1141	1007
531	1143	1005
532	1145	1003
533	1147	1001
534	1149	998
535	1151	996
536	1152	993
537	1154	991
538	1156	989
539	1159	987
540	1161	985
541	1163	983
542	1165	980
543	1167	978
544	1168	975
545	1170	973
546	1172	971
547	1175	969
548	1177	966
549	1178	964
550	1180	962
551	1182	959
552	1184	957
553	1186	955
554	1189	953
555	1191	951
556	1193	949
557	1195	947
558	1197	944
559	1198	941
560	1200	939
561	1202	937
562	1205	935
563	1207	933
564	1209	930
565	1210	928
566	1212	926
567	1214	923
568	1216	921
569	1218	919
570	1220	916
571	1222	914
572	1225	913
573	1227	910
574	1228	908
575	1230	905
576	1232	903
577	1234	901
578	1236	898
579	1238	896
580	1239	894
581	1241	891
582	1243	889
583	1245	887
584	1246	884
585	1249	882
586	1251	880
587	1252	877
588	1254	875
589	1256	872
590	1257	870
591	1259	868
592	1261	865
593	1263	863
594	1265	861
595	1267	859
596	1269	856
597	1271	854
598	1272	852
599	1274	849
600	1276	847
601	1278	845
602	1280	842
603	1281	840
604	1283	838
605	1285	835
606	1287	833
607	1288	831
608	1290	828
609	1292	826
610	1294	824
611	1296	822
612	1298	820
613	1300	817
614	1302	815
615	1304	813
616	1306	810
617	1307	808
618	1309	806
619	1312	804
620	1313	801
621	1315	799
622	1317	797
623	1319	794
624	1320	792
625	1322	789
626	1324	788
627	1326	785
628	1328	783
629	1330	781
630	1332	779
631	1334	777
632	1336	774
633	1337	772
634	1340	770
635	1342	768
636	1343	765
637	1345	763
638	1347	761
639	1349	758
640	1350	756
641	1352	754
642	1354	751
643	1356	749
644	1358	747
645	1360	745
646	1361	742
647	1363	740
648	1365	738
649	1367	736
650	1369	734
651	1371	732
652	1373	729
653	1375	727
654	1377	725
655	1379	723
656	1380	720
657	1382	718
658	1384	716
659	1386	714
660	1388	712
661	1390	709
662	1392	707
663	1393	705
664	1395	703
665	1397	700
666	1399	698
667	1402	696
668	1403	694
669	1405	692
670	1407	690
671	1409	688
672	1411	685
673	1413	683
674	1415	681
675	1417	679
676	1419	677
677	1421	675
678	1423	672
679	1425	670
680	1426	668
681	1429	666
682	1431	664
683	1433	662
684	1436	660
685	1438	658
686	1440	656
687	1442	654
688	1444	652
689	1446	649
690	1448	647
691	1450	645
692	1452	643
693	1453	640
694	1455	638
695	1457	636
696	1458	634
697	1461	632
698	1463	630
699	1465	627
700	1467	625
701	1468	623
702	1470	621
703	1472	619
704	1474	617
705	1477	615
706	1478	612
707	1480	610
708	1482	608
709	1484	606
710	1486	604
711	1488	602
712	1490	599
713	1492	597
714	1494	595
715	1496	593
716	1497	591
717	1499	588
718	1501	586
719	1503	584
720	1505	582
721	1507	580
722	1509	578
723	1511	576
724	1513	574
725	1515	572
726	1517	569
727	1519	567
728	1521	565
729	1523	563
730	1525	561
731	1527	559
732	1528	556
733	1530	554
734	1532	552
735	1533	550
736	1535	548
737	1537	545
738	1539	543
739	1541	541
740	1543	539
741	1544	537
742	1547	535
743	1549	533
744	1551	531
745	1553	529
746	1555	526
747	1557	524
748	1559	522
749	1561	520
750	1562	518
751	1565	516
752	1568	514
753	1570	512
754	1572	510
755	1574	508
756	1576	506
757	1578	503
758	1580	501
759	1582	499
760	1584	497
761	1586	495
762	1587	493
763	1589	491
764	1591	488
765	1593	486
766	1595	484
767	1597	482
768	1598	480
769	1600	478
770	1602	475
771	1604	473
772	1606	471
773	1607	469
774	1609	467
775	1611	465
776	1613	463
777	1615	460
778	1616	458
779	1618	456
780	1620	454
781	1621	452
782	1623	449
783	1626	448
784	1628	445
785	1629	443
786	1631	441
787	1633	439
788	1635	437
789	1637	435
790	1638	433
791	1641	431
792	1643	429
793	1645	426
794	1647	424
795	1648	422
796	1650	420
797	1652	418
798	1654	416
799	1657	414
800	1659	412
801	1661	410
802	1662	407
803	1664	405
804	1666	403
805	1668	401
806	1669	399
807	1672	397
808	1674	395
809	1676	393
810	1678	391
811	1679	388
812	1681	386
813	1683	384
814	1685	382
815	1687	380
816	1689	378
817	1690	376
818	1693	374
819	1695	372
820	1697	370
821	1698	367
822	1701	365
823	1703	363
824	1705	361
825	1706	359
826	1708	357
827	1710	355
828	1712	353
829	1713	350
830	1715	348
831	1717	346
832	1719	344
833	1721	342
834	1723	340
835	1725	338
836	1727	336
837	1728	334
838	1732	332
839	1734	330
840	1736	328
841	1738	326
842	1740	324
843	1742	321
844	1743	319
845	1746	317
846	1748	315
847	1750	313
848	1752	311
849	1754	309
850	1756	307
851	1757	305
852	1759	303
853	1763	301
854	1765	299
855	1767	297
856	1768	295
857	1771	293
858	1772	291
859	1774	288
860	1777	286
861	1779	284
862	1781	282
863	1783	280
864	1785	278
865	1787	276
866	1788	274
867	1791	272
868	1794	270
869	1796	268
870	1798	266
871	1800	264
872	1802	262
873	1804	260
874	1806	258
875	1808	256
876	1811	254
877	1813	251
878	1814	249
879	1816	247
880	1818	245
881	1820	243
882	1822	241
883	1824	239
884	1826	237
885	1828	235
886	1830	233
887	1832	231
888	1834	229
889	1836	226
890	1839	224
891	1841	222
892	1843	220
893	1845	218
894	1847	216
895	1849	214
896	1850	212
897	1853	210
898	1856	208
899	1858	206
900	1860	204
901	1862	202
902	1864	200
903	1866	198
904	1868	196
905	1870	194
906	1872	192
907	1874	189
908	1876	187
909	1878	185
910	1880	183
911	1882	181
912	1885	179
913	1887	177
914	1889	175
915	1891	173
916	1893	171
917	1895	169
918	1898	167
919	1900	165
920	1902	163
921	1903	161
922	1905	158
923	1907	156
924	1909	154
925	1911	152
926	1913	150
927	1915	148
928	1917	146
929	1919	144
930	1921	142
931	1922	140
932	1924	138
933	1927	136
934	1929	134
935	1931	132
936	1932	129
937	1935	127
938	1937	125
939	1945	124
940	1948	122
941	1950	120
942	1954	118
943	1956	116
944	1959	114
945	1961	111
946	1963	109
947	1965	107
948	1967	105
949	1969	103
950	1972	101
951	1974	99
952	1976	97
953	1978	95
954	1980	93
955	1982	91
956	1984	89
957	1987	87
958	1989	85
959	1991	82
960	1993	80
961	1995	78
962	1997	76
963	1999	74
964	2002	72
965	2004	70
966	2006	68
967	2008	66
968	2010	64
969	2012	62
970	2014	60
971	2018	58
972	2020	56
973	2022	53
974	2024	51
975	2026	49
976	2028	47
977	2030	45
978	2033	43
979	2035	41
980	2037	39
981	2039	37
982	2040	35
983	2042	33
984	2044	31
985	2047	29
986	2050	27
987	2052	24
988	2054	22
989	2055	20
990	2057	18
991	2059	16
992	2061	14
993	2064	12
994	2066	10
995	2068	8
996	2070	6
997	2071	4
998	2073	2
999	2075	0
