iter	Passed	Remaining
552	1155	933
553	1157	931
554	1159	929
555	1160	926
556	1162	924
557	1164	922
558	1166	920
559	1167	917
560	1169	915
561	1171	912
562	1173	910
563	1174	908
564	1176	905
565	1178	903
566	1180	901
567	1182	899
568	1184	896
569	1186	894
570	1188	892
571	1189	890
572	1191	887
573	1193	885
574	1195	883
575	1197	881
576	1198	878
577	1200	876
578	1202	874
579	1203	871
580	1205	869
581	1207	866
582	1208	864
583	1211	862
584	1212	860
585	1214	858
586	1216	855
587	1217	853
588	1219	851
589	1221	848
590	1222	846
591	1225	844
592	1226	842
593	1228	839
594	1230	837
595	1231	835
596	1233	832
597	1235	830
598	1236	828
599	1238	825
600	1240	823
601	1242	821
602	1243	819
603	1245	816
604	1247	814
605	1249	812
606	1251	810
607	1252	807
608	1255	805
609	1257	803
610	1258	801
611	1260	799
612	1261	796
613	1263	794
614	1265	792
615	1266	789
616	1268	787
617	1271	785
618	1273	783
619	1274	781
620	1276	778
621	1278	776
622	1280	774
623	1281	772
624	1283	770
625	1285	768
626	1287	765
627	1288	763
628	1290	761
629	1292	758
630	1293	756
631	1295	754
632	1297	752
633	1298	749
634	1300	747
635	1302	745
636	1304	743
637	1305	740
638	1307	738
639	1309	736
640	1311	734
641	1313	732
642	1314	730
643	1317	728
644	1318	725
645	1320	723
646	1321	721
647	1323	719
648	1325	716
649	1327	714
650	1328	712
651	1331	710
652	1332	708
653	1334	706
654	1336	704
655	1338	701
656	1340	699
657	1341	697
658	1343	695
659	1345	692
660	1347	690
661	1349	688
662	1350	686
663	1353	684
664	1354	682
665	1356	680
666	1358	678
667	1360	676
668	1362	674
669	1364	672
670	1366	669
671	1367	667
672	1369	665
673	1371	663
674	1373	661
675	1375	659
676	1377	657
677	1379	654
678	1380	652
679	1382	650
680	1384	648
681	1386	646
682	1387	644
683	1389	641
684	1391	639
685	1393	637
686	1395	635
687	1396	633
688	1398	631
689	1400	629
690	1401	626
691	1403	624
692	1405	622
693	1407	620
694	1409	618
695	1411	616
696	1412	614
697	1414	611
698	1416	609
699	1417	607
700	1419	605
701	1421	603
702	1423	601
703	1425	599
704	1427	597
705	1428	594
706	1430	592
707	1432	590
708	1434	588
709	1436	586
710	1438	584
711	1440	582
712	1441	580
713	1443	578
714	1445	575
715	1446	573
716	1448	571
717	1450	569
718	1452	567
719	1454	565
720	1456	563
721	1457	561
722	1459	559
723	1461	557
724	1462	554
725	1464	552
726	1466	550
727	1468	548
728	1470	546
729	1471	544
730	1473	542
731	1475	540
732	1477	538
733	1478	535
734	1480	533
735	1482	531
736	1484	529
737	1486	527
738	1488	525
739	1489	523
740	1491	521
741	1493	519
742	1495	517
743	1496	515
744	1498	513
745	1500	510
746	1502	508
747	1503	506
748	1505	504
749	1507	502
750	1509	500
751	1510	498
752	1512	496
753	1514	494
754	1516	491
755	1517	489
756	1519	487
757	1520	485
758	1522	483
759	1524	481
760	1526	479
761	1528	477
762	1530	475
763	1532	473
764	1533	471
765	1535	469
766	1537	467
767	1539	464
768	1540	462
769	1542	460
770	1545	458
771	1547	456
772	1548	454
773	1550	452
774	1552	450
775	1553	448
776	1555	446
777	1557	444
778	1559	442
779	1560	440
780	1562	438
781	1564	436
782	1565	433
783	1567	431
784	1569	429
785	1570	427
786	1572	425
787	1574	423
788	1576	421
789	1577	419
790	1579	417
791	1581	415
792	1583	413
793	1584	411
794	1586	409
795	1588	407
796	1590	405
797	1592	403
798	1594	401
799	1596	399
800	1597	396
801	1599	394
802	1601	392
803	1603	390
804	1604	388
805	1606	386
806	1607	384
807	1609	382
808	1611	380
809	1612	378
810	1614	376
811	1616	374
812	1618	372
813	1620	370
814	1622	368
815	1623	366
816	1625	364
817	1626	361
818	1628	359
819	1630	357
820	1631	355
821	1633	353
822	1635	351
823	1636	349
824	1638	347
825	1640	345
826	1641	343
827	1643	341
828	1644	339
829	1646	337
830	1648	335
831	1650	333
832	1652	331
833	1654	329
834	1655	327
835	1657	325
836	1659	323
837	1660	321
838	1662	319
839	1664	317
840	1666	315
841	1668	313
842	1669	310
843	1671	308
844	1673	306
845	1675	304
846	1676	302
847	1678	300
848	1680	298
849	1682	296
850	1683	294
851	1685	292
852	1686	290
853	1688	288
854	1690	286
855	1691	284
856	1693	282
857	1695	280
858	1697	278
859	1699	276
860	1700	274
861	1702	272
862	1704	270
863	1705	268
864	1707	266
865	1709	264
866	1711	262
867	1713	260
868	1714	258
869	1716	256
870	1717	254
871	1719	252
872	1721	250
873	1723	248
874	1725	246
875	1727	244
876	1729	242
877	1730	240
878	1732	238
879	1733	236
880	1735	234
881	1737	232
882	1739	230
883	1741	228
884	1743	226
885	1744	224
886	1746	222
887	1748	220
888	1749	218
889	1751	216
890	1753	214
891	1755	212
892	1757	210
893	1759	208
894	1760	206
895	1762	204
896	1764	202
897	1765	200
898	1767	198
899	1769	196
900	1771	194
901	1772	192
902	1774	190
903	1776	188
904	1777	186
905	1779	184
906	1781	182
907	1783	180
908	1784	178
909	1786	176
910	1788	174
911	1789	172
912	1791	170
913	1792	168
914	1794	166
915	1796	164
916	1798	162
917	1799	160
918	1801	158
919	1802	156
920	1804	154
921	1806	152
922	1808	150
923	1809	148
924	1811	146
925	1813	144
926	1814	142
927	1816	140
928	1818	138
929	1820	136
930	1822	135
931	1823	133
932	1825	131
933	1827	129
934	1828	127
935	1829	125
936	1831	123
937	1833	121
938	1834	119
939	1836	117
940	1837	115
941	1839	113
942	1841	111
943	1842	109
944	1844	107
945	1846	105
946	1847	103
947	1849	101
948	1850	99
949	1852	97
950	1854	95
951	1855	93
952	1857	91
953	1859	89
954	1861	87
955	1862	85
956	1864	83
957	1865	81
958	1867	79
959	1869	77
960	1870	75
961	1872	73
962	1874	72
963	1875	70
964	1877	68
965	1879	66
966	1880	64
967	1882	62
968	1884	60
969	1885	58
970	1887	56
971	1888	54
972	1890	52
973	1892	50
974	1894	48
975	1895	46
976	1897	44
977	1898	42
978	1900	40
979	1902	38
980	1903	36
981	1905	34
982	1907	32
983	1909	31
984	1911	29
985	1912	27
986	1914	25
987	1915	23
988	1917	21
989	1919	19
990	1920	17
991	1922	15
992	1923	13
993	1925	11
994	1927	9
995	1928	7
996	1930	5
997	1932	3
998	1934	1
999	1936	0
